"date","days_post_transplant","water_temp_C","PAR_umol_m2_s","photoperiod_light_h","photoperiod_dark_h","flow_status","water_level_status","tube_stability_status","observer","disturbance_event","disturbance_description","notes"
NA,NA,NA,NA,NA,NA,"normal","normal","normal",NA,"no",NA,NA
