"sample_id","tube_id","donor_site_id","recipient_site_id","sample_type","sampling_timepoint","source_material","collection_date","collection_time","collector","sample_mass_g","sample_volume_mL","dna_extraction_id","extraction_date","extraction_batch","dna_concentration_ng_uL","storage_location","storage_temperature_C","sequencing_status","protocol_deviation","notes"
"T0112_DON","T0112","VA_D02","NH_R01","donor","transplant","seed_swab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0112_RES","T0112","VA_D02","NH_R01","recipient","transplant","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0112_FIN","T0112","VA_D02","NH_R01","final","harvest","rhizoplane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0113_DON","T0113","VA_D02","NH_R01","donor","transplant","seed_swab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0113_RES","T0113","VA_D02","NH_R01","recipient","transplant","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0113_FIN","T0113","VA_D02","NH_R01","final","harvest","rhizoplane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0114_DON","T0114","VA_D02","NH_R01","donor","transplant","seed_swab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0114_RES","T0114","VA_D02","NH_R01","recipient","transplant","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0114_FIN","T0114","VA_D02","NH_R01","final","harvest","rhizoplane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0115_DON","T0115","VA_D02","NH_R01","donor","transplant","seed_swab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0115_RES","T0115","VA_D02","NH_R01","recipient","transplant","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0115_FIN","T0115","VA_D02","NH_R01","final","harvest","rhizoplane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0116_DON","T0116","VA_D02","NH_R01","donor","transplant","seed_swab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0116_RES","T0116","VA_D02","NH_R01","recipient","transplant","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0116_FIN","T0116","VA_D02","NH_R01","final","harvest","rhizoplane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0117_DON","T0117","VA_D02","NH_R01","donor","transplant","seed_swab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0117_RES","T0117","VA_D02","NH_R01","recipient","transplant","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0117_FIN","T0117","VA_D02","NH_R01","final","harvest","rhizoplane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0118_DON","T0118","VA_D02","NH_R01","donor","transplant","seed_swab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0118_RES","T0118","VA_D02","NH_R01","recipient","transplant","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0118_FIN","T0118","VA_D02","NH_R01","final","harvest","rhizoplane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0119_DON","T0119","VA_D02","NH_R01","donor","transplant","seed_swab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0119_RES","T0119","VA_D02","NH_R01","recipient","transplant","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0119_FIN","T0119","VA_D02","NH_R01","final","harvest","rhizoplane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0120_DON","T0120","VA_D02","NH_R01","donor","transplant","seed_swab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0120_RES","T0120","VA_D02","NH_R01","recipient","transplant","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0120_FIN","T0120","VA_D02","NH_R01","final","harvest","rhizoplane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0121_DON","T0121","VA_D02","NH_R01","donor","transplant","seed_swab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0121_RES","T0121","VA_D02","NH_R01","recipient","transplant","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0121_FIN","T0121","VA_D02","NH_R01","final","harvest","rhizoplane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0122_DON","T0122","VA_D02","NH_R01","donor","transplant","seed_swab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0122_RES","T0122","VA_D02","NH_R01","recipient","transplant","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0122_FIN","T0122","VA_D02","NH_R01","final","harvest","rhizoplane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0123_DON","T0123","VA_D02","NH_R01","donor","transplant","seed_swab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0123_RES","T0123","VA_D02","NH_R01","recipient","transplant","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0123_FIN","T0123","VA_D02","NH_R01","final","harvest","rhizoplane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0124_DON","T0124","VA_D02","NH_R01","donor","transplant","seed_swab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0124_RES","T0124","VA_D02","NH_R01","recipient","transplant","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0124_FIN","T0124","VA_D02","NH_R01","final","harvest","rhizoplane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0125_DON","T0125","VA_D02","NH_R01","donor","transplant","seed_swab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0125_RES","T0125","VA_D02","NH_R01","recipient","transplant","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0125_FIN","T0125","VA_D02","NH_R01","final","harvest","rhizoplane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0126_DON","T0126","VA_D02","NH_R01","donor","transplant","seed_swab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0126_RES","T0126","VA_D02","NH_R01","recipient","transplant","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0126_FIN","T0126","VA_D02","NH_R01","final","harvest","rhizoplane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0127_DON","T0127","VA_D02","NH_R01","donor","transplant","seed_swab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0127_RES","T0127","VA_D02","NH_R01","recipient","transplant","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0127_FIN","T0127","VA_D02","NH_R01","final","harvest","rhizoplane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0128_DON","T0128","VA_D02","NH_R01","donor","transplant","seed_swab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0128_RES","T0128","VA_D02","NH_R01","recipient","transplant","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0128_FIN","T0128","VA_D02","NH_R01","final","harvest","rhizoplane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0129_DON","T0129","VA_D02","NH_R01","donor","transplant","seed_swab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0129_RES","T0129","VA_D02","NH_R01","recipient","transplant","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0129_FIN","T0129","VA_D02","NH_R01","final","harvest","rhizoplane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0130_DON","T0130","VA_D02","NH_R01","donor","transplant","seed_swab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0130_RES","T0130","VA_D02","NH_R01","recipient","transplant","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0130_FIN","T0130","VA_D02","NH_R01","final","harvest","rhizoplane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0131_DON","T0131","VA_D02","NH_R01","donor","transplant","seed_swab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0131_RES","T0131","VA_D02","NH_R01","recipient","transplant","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0131_FIN","T0131","VA_D02","NH_R01","final","harvest","rhizoplane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0132_DON","T0132","VA_D02","NH_R01","donor","transplant","seed_swab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0132_RES","T0132","VA_D02","NH_R01","recipient","transplant","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0132_FIN","T0132","VA_D02","NH_R01","final","harvest","rhizoplane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0133_DON","T0133","VA_D02","NH_R01","donor","transplant","seed_swab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0133_RES","T0133","VA_D02","NH_R01","recipient","transplant","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0133_FIN","T0133","VA_D02","NH_R01","final","harvest","rhizoplane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0134_DON","T0134","VA_D02","NH_R01","donor","transplant","seed_swab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0134_RES","T0134","VA_D02","NH_R01","recipient","transplant","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0134_FIN","T0134","VA_D02","NH_R01","final","harvest","rhizoplane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0135_DON","T0135","VA_D02","NH_R01","donor","transplant","seed_swab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0135_RES","T0135","VA_D02","NH_R01","recipient","transplant","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0135_FIN","T0135","VA_D02","NH_R01","final","harvest","rhizoplane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0136_DON","T0136","VA_D02","NH_R01","donor","transplant","seed_swab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0136_RES","T0136","VA_D02","NH_R01","recipient","transplant","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0136_FIN","T0136","VA_D02","NH_R01","final","harvest","rhizoplane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0137_DON","T0137","VA_D02","NH_R01","donor","transplant","seed_swab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0137_RES","T0137","VA_D02","NH_R01","recipient","transplant","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0137_FIN","T0137","VA_D02","NH_R01","final","harvest","rhizoplane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0138_DON","T0138","VA_D02","NH_R01","donor","transplant","seed_swab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0138_RES","T0138","VA_D02","NH_R01","recipient","transplant","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0138_FIN","T0138","VA_D02","NH_R01","final","harvest","rhizoplane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0139_DON","T0139","VA_D02","NH_R01","donor","transplant","seed_swab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0139_RES","T0139","VA_D02","NH_R01","recipient","transplant","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0139_FIN","T0139","VA_D02","NH_R01","final","harvest","rhizoplane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0140_DON","T0140","VA_D02","NH_R01","donor","transplant","seed_swab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0140_RES","T0140","VA_D02","NH_R01","recipient","transplant","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0140_FIN","T0140","VA_D02","NH_R01","final","harvest","rhizoplane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0141_DON","T0141","VA_D03","VA_R01","donor","transplant","seed_swab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0141_RES","T0141","VA_D03","VA_R01","recipient","transplant","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0141_FIN","T0141","VA_D03","VA_R01","final","harvest","rhizoplane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0142_DON","T0142","VA_D03","VA_R01","donor","transplant","seed_swab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0142_RES","T0142","VA_D03","VA_R01","recipient","transplant","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0142_FIN","T0142","VA_D03","VA_R01","final","harvest","rhizoplane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0143_DON","T0143","VA_D03","VA_R01","donor","transplant","seed_swab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0143_RES","T0143","VA_D03","VA_R01","recipient","transplant","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0143_FIN","T0143","VA_D03","VA_R01","final","harvest","rhizoplane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0144_DON","T0144","VA_D03","VA_R01","donor","transplant","seed_swab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0144_RES","T0144","VA_D03","VA_R01","recipient","transplant","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0144_FIN","T0144","VA_D03","VA_R01","final","harvest","rhizoplane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0145_DON","T0145","VA_D03","VA_R01","donor","transplant","seed_swab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0145_RES","T0145","VA_D03","VA_R01","recipient","transplant","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0145_FIN","T0145","VA_D03","VA_R01","final","harvest","rhizoplane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0146_DON","T0146","VA_D03","VA_R01","donor","transplant","seed_swab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0146_RES","T0146","VA_D03","VA_R01","recipient","transplant","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0146_FIN","T0146","VA_D03","VA_R01","final","harvest","rhizoplane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0147_DON","T0147","VA_D03","VA_R01","donor","transplant","seed_swab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0147_RES","T0147","VA_D03","VA_R01","recipient","transplant","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0147_FIN","T0147","VA_D03","VA_R01","final","harvest","rhizoplane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0148_DON","T0148","VA_D03","VA_R01","donor","transplant","seed_swab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0148_RES","T0148","VA_D03","VA_R01","recipient","transplant","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0148_FIN","T0148","VA_D03","VA_R01","final","harvest","rhizoplane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0149_DON","T0149","VA_D03","VA_R01","donor","transplant","seed_swab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0149_RES","T0149","VA_D03","VA_R01","recipient","transplant","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0149_FIN","T0149","VA_D03","VA_R01","final","harvest","rhizoplane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0150_DON","T0150","VA_D03","VA_R01","donor","transplant","seed_swab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0150_RES","T0150","VA_D03","VA_R01","recipient","transplant","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0150_FIN","T0150","VA_D03","VA_R01","final","harvest","rhizoplane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0151_DON","T0151","VA_D03","VA_R01","donor","transplant","seed_swab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0151_RES","T0151","VA_D03","VA_R01","recipient","transplant","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0151_FIN","T0151","VA_D03","VA_R01","final","harvest","rhizoplane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0152_DON","T0152","VA_D03","VA_R01","donor","transplant","seed_swab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0152_RES","T0152","VA_D03","VA_R01","recipient","transplant","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0152_FIN","T0152","VA_D03","VA_R01","final","harvest","rhizoplane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0153_DON","T0153","VA_D03","VA_R01","donor","transplant","seed_swab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0153_RES","T0153","VA_D03","VA_R01","recipient","transplant","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0153_FIN","T0153","VA_D03","VA_R01","final","harvest","rhizoplane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0154_DON","T0154","VA_D03","VA_R01","donor","transplant","seed_swab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0154_RES","T0154","VA_D03","VA_R01","recipient","transplant","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0154_FIN","T0154","VA_D03","VA_R01","final","harvest","rhizoplane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0155_DON","T0155","VA_D03","VA_R01","donor","transplant","seed_swab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0155_RES","T0155","VA_D03","VA_R01","recipient","transplant","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0155_FIN","T0155","VA_D03","VA_R01","final","harvest","rhizoplane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0156_DON","T0156","VA_D03","VA_R01","donor","transplant","seed_swab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0156_RES","T0156","VA_D03","VA_R01","recipient","transplant","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0156_FIN","T0156","VA_D03","VA_R01","final","harvest","rhizoplane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0157_DON","T0157","VA_D03","VA_R01","donor","transplant","seed_swab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0157_RES","T0157","VA_D03","VA_R01","recipient","transplant","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0157_FIN","T0157","VA_D03","VA_R01","final","harvest","rhizoplane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0158_DON","T0158","VA_D03","VA_R01","donor","transplant","seed_swab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0158_RES","T0158","VA_D03","VA_R01","recipient","transplant","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0158_FIN","T0158","VA_D03","VA_R01","final","harvest","rhizoplane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0159_DON","T0159","VA_D03","VA_R01","donor","transplant","seed_swab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0159_RES","T0159","VA_D03","VA_R01","recipient","transplant","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0159_FIN","T0159","VA_D03","VA_R01","final","harvest","rhizoplane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0160_DON","T0160","VA_D03","VA_R01","donor","transplant","seed_swab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0160_RES","T0160","VA_D03","VA_R01","recipient","transplant","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0160_FIN","T0160","VA_D03","VA_R01","final","harvest","rhizoplane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0161_DON","T0161","VA_D03","VA_R01","donor","transplant","seed_swab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0161_RES","T0161","VA_D03","VA_R01","recipient","transplant","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0161_FIN","T0161","VA_D03","VA_R01","final","harvest","rhizoplane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0162_DON","T0162","VA_D03","VA_R01","donor","transplant","seed_swab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0162_RES","T0162","VA_D03","VA_R01","recipient","transplant","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0162_FIN","T0162","VA_D03","VA_R01","final","harvest","rhizoplane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0163_DON","T0163","VA_D03","VA_R01","donor","transplant","seed_swab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0163_RES","T0163","VA_D03","VA_R01","recipient","transplant","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0163_FIN","T0163","VA_D03","VA_R01","final","harvest","rhizoplane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0164_DON","T0164","VA_D03","VA_R01","donor","transplant","seed_swab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0164_RES","T0164","VA_D03","VA_R01","recipient","transplant","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0164_FIN","T0164","VA_D03","VA_R01","final","harvest","rhizoplane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0165_DON","T0165","VA_D03","VA_R01","donor","transplant","seed_swab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0165_RES","T0165","VA_D03","VA_R01","recipient","transplant","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0165_FIN","T0165","VA_D03","VA_R01","final","harvest","rhizoplane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0166_DON","T0166","VA_D03","VA_R01","donor","transplant","seed_swab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0166_RES","T0166","VA_D03","VA_R01","recipient","transplant","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0166_FIN","T0166","VA_D03","VA_R01","final","harvest","rhizoplane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0167_DON","T0167","VA_D03","VA_R01","donor","transplant","seed_swab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0167_RES","T0167","VA_D03","VA_R01","recipient","transplant","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0167_FIN","T0167","VA_D03","VA_R01","final","harvest","rhizoplane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0168_DON","T0168","VA_D03","VA_R01","donor","transplant","seed_swab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0168_RES","T0168","VA_D03","VA_R01","recipient","transplant","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0168_FIN","T0168","VA_D03","VA_R01","final","harvest","rhizoplane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0169_DON","T0169","VA_D03","VA_R01","donor","transplant","seed_swab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
"T0169_RES","T0169","VA_D03","VA_R01","recipient","transplant","sediment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned",NA,NA
